"Item type","Authors","Title","Journal","Publication year","Volume","Issue","Pages","Publisher","Address","Date published","ISSN","URLs","DOI","Abstract","Keywords","Affiliation","Language"
"Journal Article","Song F,Yeung SH","A pluralist hybrid model for moral AIs","AI & SOCIETY","2022","","","","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","2022","0951-5666","http://dx.doi.org/10.1007/s00146-022-01601-0","10.1007/s00146-022-01601-0","With the increasing degrees AIs and machines, the need for implementing ethics in AIs is pressing. In this paper, we first survey current approaches to moral AIs and their inherent limitations. Then we propose the pluralist hybrid approach and show how these limitations of moral AIs can be partly alleviated by the pluralist hybrid approach. The core ethical decision-making capacity of an AI based on the pluralist hybrid approach consists of two systems. The first is a deterministic algorithm system that embraces different moral rules for making explicit moral decisions. The second is a machine learning system that accounts for calculating the value of the variables required by the application of moral principles. The pluralist hybrid system is better than the existing proposals as it better addresses the moral disagreement problem of the top-down approach by including distinct moral principles. Besides, the pluralist hybrid system reduces the opacity of ethical decision-making by implementing explicit moral principles for moral decision-making.","Moral AIs; Hybrid system; Moral disagreement problem; Opacity problem","Song, F (Corresponding Author), Lingnan Univ, Dept Philosophy, Tuen Mun, Hong Kong, Peoples R China. Song, Fei, Lingnan Univ, Dept Philosophy, Tuen Mun, Hong Kong, Peoples R China. Yeung, Shing Hay Felix, Univ Hong Kong, Dept Philosophy, Cent & Western, Hong Kong, Peoples R China.","English"
"Journal Article","Yan YJ,Cheng NL,Jan CI,Tsai MH,Chiou JC,Ou-Yang M","Band-Selection of a Portal LED-Induced Autofluorescence Multispectral Imager to Improve Oral Cancer Detection","SENSORS","2021","21","9","","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2021-05","","http://dx.doi.org/10.3390/s21093219","10.3390/s21093219","This aim of this study was to find effective spectral bands for the early detection of oral cancer. The spectral images in different bands were acquired using a self-made portable light-emitting diode (LED)-induced autofluorescence multispectral imager equipped with 365 and 405 nm excitation LEDs, emission filters with center wavelengths of 470, 505, 525, 532, 550, 595, 632, 635, and 695 nm, and a color image sensor. The spectral images of 218 healthy points in 62 healthy participants and 218 tumor points in 62 patients were collected in the ex vivo trials at China Medical University Hospital. These ex vivo trials were similar to in vivo because the spectral images of anatomical specimens were immediately acquired after the on-site tumor resection. The spectral images associated with red, blue, and green filters correlated with and without nine emission filters were quantized by four computing method, including summated intensity, the highest number of the intensity level, entropy, and fractional dimension. The combination of four computing methods, two excitation light sources with two intensities, and 30 spectral bands in three experiments formed 264 classifiers. The quantized data in each classifier was divided into two groups: one was the training group optimizing the threshold of the quantized data, and the other was validating group tested under this optimized threshold. The sensitivity, specificity, and accuracy of each classifier were derived from these tests. To identify the influential spectral bands based on the area under the region and the testing results, a single-layer network learning process was used. This was compared to conventional rules-based approaches to show its superior and faster performance. Consequently, four emission filters with the center wavelengths of 470, 505, 532, and 550 nm were selected by an AI-based method and verified using a rule-based approach. The sensitivities of six classifiers using these emission filters were more significant than 90%. The average sensitivity of these was about 96.15%, the average specificity was approximately 69.55%, and the average accuracy was about 82.85%.","AI-based band selection; rule-based band selection; oral squamous cell carcinoma; LED induced autofluorescence; multispectral imager","Ou-Yang, M (Corresponding Author), Natl Yang Ming Chiao Tung Univ, Inst Elect & Control Engn, 1001 Univ Rd, Hsinchu 30010, Taiwan. Yan, Yung-Jhe; Chiou, Jin-Chern; Ou-Yang, Mang, Natl Yang Ming Chiao Tung Univ, Inst Elect & Control Engn, 1001 Univ Rd, Hsinchu 30010, Taiwan. Cheng, Nai-Lun, Natl Yang Ming Chiao Tung Univ, Inst Biomed Engn, 1001 Univ Rd, Hsinchu 30010, Taiwan. Jan, Chia-Ing, China Med Univ, Dept Pathol, 91 Hsueh Shih Rd, Taichung 40402, Taiwan. Tsai, Ming-Hsui, China Med Univ Hosp, Dept Otolaryngol, 2 Yuh Der Rd, Taichung 40447, Taiwan.","English"
"Journal Article","Planas E,Martinez S,Brambilla M,Cabot J","Modeling and enforcing access control policies in conversational user interfaces","SOFTWARE AND SYSTEMS MODELING","2023","","","","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY","2023","1619-1366","http://dx.doi.org/10.1007/s10270-023-01131-3","10.1007/s10270-023-01131-3","Conversational user interfaces (CUIs), such as chatbots, are becoming a common component of many software systems. Although they are evolving in many directions (such as advanced language processing features, thanks to new AI-based developments), less attention has been paid to access control and other security concerns associated with CUIs, which may pose a clear risk to the systems they interface with. In this paper, we apply model-driven techniques to model and enforce access-control policies in CUIs. In particular, we present a fully fledged framework to integrate the role-based access-control (RBAC) protocol into CUIs by: (1) modeling a set of access-control rules to specify permissions over the bot resources using a domain-specific language that tailors core RBAC concepts to the CUI domain; and (2) describing a mechanism to show the feasibility of automatically generating the infrastructure to evaluate and enforce the modeled access control policies at runtime.","Model-driven engineering; Conversational user interfaces; CUIs; Access-control; RBAC","Planas, E (Corresponding Author), Univ Oberta Catalunya, Barcelona 08018, Spain. Planas, Elena, Univ Oberta Catalunya, Barcelona 08018, Spain. Martinez, Salvador, IMT Atlantique, Brest, France. Brambilla, Marco, DiAP Politecn Milano, I-20133 Milan, Italy. Cabot, Jordi, Luxembourg Inst Sci & Technol, Esch Sur Alzette 4362, Luxembourg.","English"
"Journal Article","Niehaus S,Hartwig M,Rosen PH,Wischniewski S","An Occupational Safety and Health Perspective on Human in Control and AI","FRONTIERS IN ARTIFICIAL INTELLIGENCE","2022","5","","","FRONTIERS MEDIA SA","AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND","2022-07-06","","http://dx.doi.org/10.3389/frai.2022.868382","10.3389/frai.2022.868382","The continuous and rapid development of AI-based systems comes along with an increase in automation of tasks and, therewith, a qualitative shift in opportunities and challenges for occupational safety and health. A fundamental aspect of humane working conditions is the ability to exert influence over different aspects of one's own work. Consequently, stakeholders contribute to the prospect of maintaining the workers' autonomy albeit increasing automation and summarize this aspiration with the human in control principle. Job control has been part of multiple theories and models within the field of occupational psychology. However, most of the models do not include specific technical considerations nor focus on task but rather on job level. That is, they are possibly not able to fully explain specific changes regarding the digitalization of tasks. According to the results of a large-scale study on German workers (DiWaBe), this seems to be the case to some extend: the influence of varying degrees of automation, moderated by perceived autonomy, on workers' wellbeing was not consistent. However, automation is a double-edged sword: on a high level, it can be reversely related to the workers' job control while highly autonomous and reliable systems can also create opportunities for more flexible, impactful and diverse working tasks. Consequently, automation can foster and decrease the factor of job control. Models about the optimal level of automation aim to give guidelines on how the former can be achieved. The results of the DiWaBe study indicate that automation in occupational practice does not always happen in line with these models. Instead, a substantial part of automation happens at the decision-making level, while executive actions remain with the human. From an occupational safety and health perspective, it is therefore crucial to closely monitor and anticipate the implementation of AI in working systems. Constellations where employees are too controlled by technology and are left with a high degree of demands and very limited resources should be avoided. Instead, it would be favorable to use AI as an assistance tool for the employees, helping them to gather and process information and assisting them in decision-making.","human in control; AI-based systems; occupational safety and health (OSH); human factors; robotic systems; ICT","Wischniewski, S (Corresponding Author), Fed Inst Occupat Hlth & Safety BAuA, Unit Human Factors, Ergon, Dortmund, Germany. Niehaus, Susanne; Hartwig, Matthias; Rosen, Patricia H.; Wischniewski, Sascha, Fed Inst Occupat Hlth & Safety BAuA, Unit Human Factors, Ergon, Dortmund, Germany.","English"
"Journal Article","Naim A,Khan MF,Hussain MR,Khan N","``Virtual Doctor'' Management Technique in the Diagnosis of ENT Diseases","INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING","2019","15","9","88-93","INT ASSOC ONLINE ENGINEERING","KIRCHENGASSE 10-200, WIEN, A-1070, AUSTRIA","2019","","http://dx.doi.org/10.3991/ijoe.v15i09.10665","10.3991/ijoe.v15i09.10665","This research project is about the managing of an ENT (Ear Nose Throat) diagnosis expert system through the virtual doctor that can assist physicians in diagnosing ENT related diseases. ENT problems can distress hearing, speaking, learning and many other significant behaviors and untreated ENT diseases can be serious. Therefore, early diagnose of ENT diseases is fundamental. This study is qualitative in nature where we have used the concept of Virtual Doctor under artificial intelligence (AI) based expert system, already designed to assist physicians in the diagnosis of ENT related disease in the absence of ENT experts. This system can reduce the excess created due to the busy schedules of ENT experts and enhance the effectiveness and efficiency of healthcare system. Virtual Doctor for ENT diagnosis uses rule based system for knowledge representation and has sub-systems which can enhance the physician's ability in reaching a diagnosis decision with assurance. In this paper, we described the management system for application of Virtual Doctor for the diagnosis of ENT related diseases which can be used by physicians in their daily practice.","Virtual Doctor; ENT; Artificial Intelligence; Physians; Expert Systems","Naim, A (Corresponding Author), King Khalid Univ, Coll Comp Sci, Abha, Saudi Arabia. Naim, Arshi; Hussain, Mohammad Rashid, King Khalid Univ, Coll Comp Sci, Abha, Saudi Arabia. Khan, Mohammad Faiz, Minist Interiors Secur Forces Hosp, Abha, Saudi Arabia. Khan, Nawsher, King Khalid Univ, Res Ctr, Coll Comp Sci, Abha, Saudi Arabia.","English"
"Journal Article","Ye Y","Rule-Based AI System Application on College English Teaching Path Based on Computer-Aided Technology","SECURITY AND COMMUNICATION NETWORKS","2022","2022","","","WILEY-HINDAWI","ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, WIT 5HE, ENGLAND","2022-03-23","1939-0114","http://dx.doi.org/10.1155/2022/9913450","10.1155/2022/9913450","With the development of the Internet, ``Internet Plus'' has been widely used in various fields, and the Internet has become a great opportunity to transform CET. People's demand for education, especially higher education, has also increased rapidly. With the attention and investment of the state in recent years, higher education has developed rapidly, accounting for half of China's higher education. However, the increase in the number of students has brought great pressure to CET. How to improve the teaching efficiency of large classes is an urgent problem to be solved. The development of sci and tech, especially computer, has brought us new hope. Computer-assisted instruction has been introduced into CET. However, there are some unreasonable points in the design of computer-aided marking system in China, which is not suitable for CET. It is very important to research and design a computer-aided marking system that can expand CET methods and maximize the integration of English instructional resources. This paper introduces the principle, characteristics, and application fields of AI; analyzes the problems faced by CET; and puts forward a CET path based on computer-aided technology.","","Ye, YP (Corresponding Author), Xian Univ Finance & Econ, Sch Foreign Language, Xian 710100, Shaanxi, Peoples R China. Ye, Yanping, Xian Univ Finance & Econ, Sch Foreign Language, Xian 710100, Shaanxi, Peoples R China.","English"
"Journal Article","Zhang Q,Song Y,Jiao P,Hu Y","A Hybrid and Hierarchical Approach for Spatial Exploration in Dynamic Environments","ELECTRONICS","2022","11","4","","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2022-02","","http://dx.doi.org/10.3390/electronics11040574","10.3390/electronics11040574","Exploration in unknown dynamic environments is a challenging problem in an AI system, and current techniques tend to produce irrational exploratory behaviours and fail in obstacle avoidance. To this end, we present a three-tiered hierarchical and modular spatial exploration model that combines the intrinsic motivation integrated deep reinforcement learning (DRL) and rule-based real-time obstacle avoidance approach. We address the spatial exploration problem in two levels on the whole. On the higher level, a DRL based global module learns to determine a distant but easily reachable target that maximizes the current exploration progress. On the lower level, another two-level hierarchical movement controller is used to produce locally smooth and safe movements between targets based on the information of known areas and free space assumption. Experimental results on diverse and challenging 2D dynamic maps show that the proposed model achieves almost 90% coverage and generates smoother trajectories compared with a state-of-the-art IM based DRL and some other heuristic methods on the basis of avoiding obstacles in real time.","spatial exploration; hierarchical framework; deep reinforcement learning; intrinsic motivation; path planning; obstacle avoidance","Hu, Y (Corresponding Author), Natl Univ Def Technol, Coll Syst Engn, Changsha 410003, Peoples R China. Zhang, Qi; Song, Yukai; Jiao, Peng; Hu, Yue, Natl Univ Def Technol, Coll Syst Engn, Changsha 410003, Peoples R China. Song, Yukai, PLA, Unit 63880, Luoyang 471000, Peoples R China.","English"
"Journal Article","Carletti L,Bagnoli D,Paci D,Ciuti G","A Spectroscopy-Based Sensor for the AI-Based Classification of Lipemic and Hematic Parameters","IEEE SENSORS LETTERS","2023","7","11","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA","2023-11","2475-1472","http://dx.doi.org/10.1109/LSENS.2023.3316878","10.1109/LSENS.2023.3316878","Dyslipidemias are chronic conditions characterized by elevated levels of LDL cholesterol and/or triglycerides in the bloodstream. Guidelines from the European Society of Cardiology recommended lipoprotein apheresis (LA) as the last-resort therapy for severe cases of familial hypercholesterolemia. However, LA devices equipped with a blood leak detector (BLD) sensor often generate false alarms due to turbidity caused by serum lipoproteins. This letter presents a protocol for creating hyperlipemic plasma samples and proposes the use of a microspectrometer-based BLD sensor to collect the spectra. Furthermore, to address the false alarm problem (blood rate >= 0.7%), we developed a first approach using thresholding and linear support vector machine (SVM). In addition, to improve data classification performance, three artificial neural networks (ANNs) were developed with different classification tasks, then applied to four different databases. ANNs aim to solve the problem of false alarms and accurately classify samples based on blood and phospholipids concentration, achieving 99% accuracy for data classification based on the combination of phospholipids and blood percentage.","Sensor applications; microspectrometer-based sensor; artificial neural network (ANN); biomedical sensors; blood leak detector (BLD); lipoprotein apheresis (LA)","Ciuti, G (Corresponding Author), BioRobot Inst, Scuola Super Sant Anna, I-56127 Pisa, Italy. Carletti, Laura, Univ Pisa, Dept Informat Engn, I-56122 Pisa, Italy. Carletti, Laura; Bagnoli, Davide, Medica SpA, I-41036 Medolla, Italy. Paci, Davide, BioRobot Inst, Scuola Super Sant Anna, I-56025 Pisa, Italy. Ciuti, Gastone, BioRobot Inst, Scuola Super Sant Anna, I-56127 Pisa, Italy.","English"
"Journal Article","Fernandez-Basso C,Gutierrez-Batista K,Gomez-Romero J,Ruiz MD,Martin-Bautista MJ","An AI knowledge-based system for police assistance in crime investigation","EXPERT SYSTEMS","2024","","","","WILEY","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","2024","0266-4720","http://dx.doi.org/10.1111/exsy.13524","10.1111/exsy.13524","The fight against crime is often an arduous task overall when huge amounts of data have to be inspected, as is currently the case when it comes for example in the detection of criminal activity on the dark web. This work presents and describes an artificial intelligence (AI) based system that combines various tools to assist police or law enforcement agencies during their investigations, or at least mitigate the hard process of data collection, processing and analysis. The system is an early warning/early action system for crime investigation that supports law enforcement with different processes to collect and process data as well as having knowledge extraction tools. It helps to extract information during the investigation of a criminal case or even to detect possible criminal hotspots that may lead to further investigation or analysis of a criminal case Abu Al-Haija et al. (2022, Electronics, 11, 556). The functionality of the proposed system is illustrated through several examples using data collected from the dark web, which includes advertisements offering firearms-related products.","artificial intelligence; association rules; crime detection; knowledge repository","Fernandez-Basso, C (Corresponding Author), UCL, Causal Cognit Lab, London, England. Fernandez-Basso, Carlos; Gutierrez-Batista, Karel; Gomez-Romero, Juan; Ruiz, M. Dolores; Martin-Bautista, Maria J., Univ Granada, Comp Sci & Artificial Intelligence, Granada, Spain. Fernandez-Basso, Carlos, UCL, Causal Cognit Lab, London, England.","English"
"Journal Article","Giordano G,Palomba F,Ferrucci F","On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review","JOURNAL OF SYSTEMS AND SOFTWARE","2022","193","","","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA","2022-11","0164-1212","http://dx.doi.org/10.1016/j.jss.2022.111475","10.1016/j.jss.2022.111475","The Internet of Things (IoT) refers to a network of Internet-enabled devices that can make different operations, like sensing, communicating, and reacting to changes arising in the surrounding environment. Nowadays, the number of IoT devices is already higher than the world population. These devices operate by exchanging data between them, sometimes through an intermediate cloud infrastructure, and may be used to enable a wide variety of novel services that can potentially improve the quality of life of billions of people. Nonetheless, all that glitters is not gold: the increasing adoption of IoT comes with several privacy concerns due to the lack or loss of control over the sensitive data exchanged by these devices. This represents a key challenge for software engineering researchers attempting to address those privacy concerns by proposing (semi-)automated solutions to identify sources of privacy leaks. In this respect, a notable trend is represented by the adoption of smart solutions, that is, the definition of techniques based on artificial intelligence (AI) algorithms. This paper proposes a systematic literature review of the research in smart detection of privacy concerns in IoT devices. Following well-established guidelines, we identify 152 primary studies that we analyze under three main perspectives: (1) What are the privacy concerns addressed with AI-enabled techniques; (2) What are the algorithms employed and how they have been configured/validated; and (3) Which are the domains targeted by these techniques. The key results of the study identified six main tasks targeted through the use of artificial intelligence, like Malware Detection or Network Analysis. Support Vector Machine is the technique most frequently used in literature, however in many cases researchers do not explicitly indicate the domain where to use artificial intelligence algorithms. We conclude the paper by distilling several lessons learned and implications for software engineering researchers. (c) 2022 Published by Elsevier Inc.","Data privacy; Artificial intelligence; Internet-of-Things; Software engineering for IoT","Giordano, G (Corresponding Author), Univ Salerno, SeSa Lab, Dept Comp Sci, Salerno, Italy. Giordano, Giammaria; Palomba, Fabio; Ferrucci, Filomena, Univ Salerno, SeSa Lab, Dept Comp Sci, Salerno, Italy.","English"
"Journal Article","Thrun MC","Exploiting Distance-Based Structures in Data Using an Explainable AI for Stock Picking","INFORMATION","2022","13","2","","MDPI","ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND","2022-02","","http://dx.doi.org/10.3390/info13020051","10.3390/info13020051","In principle, the fundamental data of companies may be used to select stocks with a high probability of either increasing or decreasing price. Many of the commonly known rules or used explanations for such a stock-picking process are too vague to be applied in concrete cases, and at the same time, it is challenging to analyze high-dimensional data with a low number of cases in order to derive data-driven and usable explanations. This work proposes an explainable AI (XAI) approach on the quarterly available fundamental data of companies traded on the German stock market. In the XAI, distance-based structures in data (DSD) that guide decision tree induction are identified. The leaves of the appropriately selected decision tree contain subsets of stocks and provide viable explanations that can be rated by a human. The prediction of the future price trends of specific stocks is made possible using the explanations and a rating. In each quarter, stock picking by DSD-XAI is based on understanding the explanations and has a higher success rate than arbitrary stock picking, a hybrid AI system, and a recent unsupervised decision tree called eUD3.5.","decision trees; explainable AI; fundamental analysis; information visualization","Thrun, MC (Corresponding Author), Philipps Univ Marburg, Fac Math & Comp Sci, Hans Meerwein Str, D-35032 Marburg, Germany. Thrun, Michael C., Philipps Univ Marburg, Fac Math & Comp Sci, Hans Meerwein Str, D-35032 Marburg, Germany.","English"
"Journal Article","Moran A,Frasser CF,Roca M,Rossello JL","Energy-Efficient Pattern Recognition Hardware With Elementary Cellular Automata","IEEE TRANSACTIONS ON COMPUTERS","2020","69","3","392-401","IEEE COMPUTER SOC","10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, CA 90720-1314 USA","2020-03-01","0018-9340","http://dx.doi.org/10.1109/TC.2019.2949300","10.1109/TC.2019.2949300","The development of power-efficient Machine Learning Hardware is of high importance to provide Artificial Intelligence (AI) characteristics to those devices operating at the Edge. Unfortunately, state-of-the-art data-driven AI techniques such as deep learning are too costly in terms of hardware and energy requirements for Edge Computing (EC) devices. Recently, Cellular Automata (CA) have been proposed as a feasible way to implement Reservoir Computing (RC) systems in which the automaton rule is fixed and the training is performed using a linear regression model. In this work we show that Reservoir Computing based on CA may arise as a promising AI alternative for devices operating at the edge due to its intrinsic simplicity. For this purpose, a new low-power CA-based reservoir hardware is proposed and implemented in a FPGA (known as ReCA circuitry). The use of Elementary Cellular Automata (ECA) is able to further simplify the RC structure to implement a power efficient AI system suitable to be implemented in EC applications. Experiments have been conducted on the well-known MNIST handwritten digits database, obtaining competitive results in terms of processing time, circuit area, power and inference accuracy.","Reservoirs; Hardware; Training; Automata; Pattern recognition; Machine learning; Reservoir computing; machine learning; pattern recognition; cellular automata; hardware implementation","Morán, A (Corresponding Author), Univ Balear Islands, Elect Engn Grp, Dept Phys, Ctra Valldemossa Km 7-5, Palma de Mallorca 07122, Spain. Moran, Alejandro; Frasser, Christiam F.; Roca, Miquel; Rossello, Josep L., Univ Balear Islands, Elect Engn Grp, Dept Phys, Ctra Valldemossa Km 7-5, Palma de Mallorca 07122, Spain.","English"
"Journal Article","Salahuddin Z,Woodruff HC,Chatterjee A,Lambin P","Transparency of deep neural networks for medical image analysis: A review of interpretability methods","COMPUTERS IN BIOLOGY AND MEDICINE","2022","140","","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND","2022-01","0010-4825","http://dx.doi.org/10.1016/j.compbiomed.2021.105111","10.1016/j.compbiomed.2021.105111","Artificial Intelligence (AI) has emerged as a useful aid in numerous clinical applications for diagnosis and treatment decisions. Deep neural networks have shown the same or better performance than clinicians in many tasks owing to the rapid increase in the available data and computational power. In order to conform to the principles of trustworthy AI, it is essential that the AI system be transparent, robust, fair, and ensure accountability. Current deep neural solutions are referred to as black-boxes due to a lack of understanding of the specifics concerning the decision-making process. Therefore, there is a need to ensure the interpretability of deep neural networks before they can be incorporated into the routine clinical workflow. In this narrative review, we utilized systematic keyword searches and domain expertise to identify nine different types of interpretability methods that have been used for understanding deep learning models for medical image analysis applications based on the type of generated explanations and technical similarities. Furthermore, we report the progress made towards evaluating the explanations produced by various interpretability methods. Finally, we discuss limitations, provide guidelines for using interpretability methods and future directions concerning the interpretability of deep neural networks for medical imaging analysis.","Explainable artificial intelligence; Medical imaging; Explainability; Interpretability; Deep neural networks","Salahuddin, Z (Corresponding Author), Maastricht Univ, GROW Sch Oncol & Dev Biol, Dept Precis Med, D Lab, Maastricht, Netherlands. Salahuddin, Zohaib; Woodruff, Henry C.; Chatterjee, Avishek; Lambin, Philippe, Maastricht Univ, GROW Sch Oncol & Dev Biol, Dept Precis Med, D Lab, Maastricht, Netherlands. Woodruff, Henry C.; Lambin, Philippe, Maastricht Univ Med Ctr, GROW Sch Oncol & Dev Biol, Dept Radiol & Nucl Med, Maastricht, Netherlands.","English"
"Journal Article","Kotlyar I,Sharifi T,Fiksenbaum L","Assessing Teamwork Skills: Can a Computer Algorithm Match Human Experts?","INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION","2022","","","","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES","2022","1560-4292","http://dx.doi.org/10.1007/s40593-022-00318-x","10.1007/s40593-022-00318-x","Teamwork skills are commonly evaluated by human assessors, which can be logistically challenging and resource intensive. Technological advancements provide an opportunity for a new assessment method - virtual behavioural simulations with self-scoring algorithms. This study explores whether a rule-based algorithm can match human assessors at evaluating teamwork skills. 206 undergraduate students completed a virtual simulation assessment, where they interacted with ``teammates'' (represented by chatbots) using natural language. In this study, students' teamwork skills were assessed independently by a computer algorithm and two human experts based on the transcripts of their conversations with ``teammates'' (chatbots). The relative accuracy of these assessments was evaluated against peer- and self-evaluations of teamwork. The assessment scores generated by the algorithm and human experts were highly correlated with each other and were comparable in their ability to predict teamwork. The scores generated by the algorithm were slightly more correlated with peer-evaluations than those generated by human experts (r = .25 and r = .17, respectively; p = .21). The results indicate that AI-based techniques offer a promising method of skill assessment to support learning and acquisition teamwork skills.","Teamwork skills; Assessment; Simulations; Computer algorithm","Kotlyar, I (Corresponding Author), Univ Ontario, Inst Ontario, Oshawa, ON, Canada. Kotlyar, Igor, Univ Ontario, Inst Ontario, Oshawa, ON, Canada. Sharifi, Tina; Fiksenbaum, Lisa, York Univ, Toronto, ON, Canada.","English"
"Journal Article","Al-Hawawreh M,Moustafa N","Explainable deep learning for attack intelligence and combating cyber-physical attacks","AD HOC NETWORKS","2024","153","","","ELSEVIER","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","2024-02-01","1570-8705","http://dx.doi.org/10.1016/j.adhoc.2023.103329","10.1016/j.adhoc.2023.103329","Cyber-physical control loops comprising sensors, actuators and controllers pose the most valued and critical part of the industrial Internet of Things (IIoT) as it regulates the state of the physical process, such as water treatment or gas flow. Thus, any malicious activities could lead to physical damage, affecting human safety. Cyber-physical attacks against the physical process are difficult to detect using existing threats and attack intelligence due to the (1) lack of such intelligence for the physical process and operational technology systems and (2) such attacks affect the process parameters and states. Artificial Intelligence (AI)-based attack intelligence is required. This study proposes an attack intelligence framework for identifying cyber- physical attacks and extracting attack intelligence. We propose an attribution module for attack identification using various machine and deep learning algorithms. We also utilize Explainable AI (XAI) to improve the explainability of the attack attribution module and extract attack intelligence. Our proposed framework is evaluated and tested using a gas pipeline dataset as a use case. We demonstrate that the proposed framework improves the understanding of attacks and provides attack rules, assisting security analysts in securing critical physical processes.","Deep learning; XAI; Industrial process; Detection; Attack intelligence; Industrial IoT","Moustafa, N (Corresponding Author), Univ New South Wales, Canberra, Australia. Al-Hawawreh, Muna, Deakin Univ, Melbourne, Australia. Moustafa, Nour, Univ New South Wales, Canberra, Australia.","English"
"Journal Article","Fujii G,Hamada K,Ishikawa F,Masuda S,Matsuya M,Myojin T,Nishi Y,Ogawa H,Toku T,Tokumoto S,Tsuchiya K,Ujita Y","Guidelines for Quality Assurance of Machine Learning-Based Artificial Intelligence","INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING","2020","30","11-12","1589-1606","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE","2020-12","0218-1940","http://dx.doi.org/10.1142/S0218194020400227","10.1142/S0218194020400227","Significant effort is being put into developing industrial applications for artificial intelligence (AI), especially those using machine learning (ML) techniques. Despite the intensive support for building ML applications, there are still challenges when it comes to evaluating, assuring, and improving the quality or dependability. The difficulty stems from the unique nature of ML, namely, system behavior is derived from training data not from logical design by human engineers. This leads to black-box and intrinsically imperfect implementations that invalidate many principles and techniques in traditional software engineering. In light of this situation, the Japanese industry has jointly worked on a set of guidelines for the quality assurance of AI systems (in the Consortium of Quality Assurance for AI-based Products and Services) from the viewpoint of traditional quality-assurance engineers and test engineers. We report on the second version of these guidelines, which cover a list of quality evaluation aspects, catalogue of current state-of-the-art techniques, and domain-specific discussions in five representative domains. The guidelines provide significant insights for engineers in terms of methodologies and designs for tests driven by application-specific requirements.","Software quality; testing; artificial intelligence; machine learning; guidelines","Fujii, G (Corresponding Author), Cinnamon Inc, Tokyo, Japan. Fujii, Gaku, Cinnamon Inc, Tokyo, Japan. Hamada, Koichi, DeNA Co Ltd, Tokyo, Japan. Ishikawa, Fuyuki, Natl Inst Informat, Tokyo, Japan. Masuda, Satoshi, IBM Res, Tokyo, Japan. Matsuya, Mineo, LIFULL Co Ltd, Tokyo, Japan. Myojin, Tomoyuki; Ogawa, Hideto, Hitachi Ltd, Yokohama, Kanagawa, Japan. Nishi, Yasuharu, Univ Electrocommun, Tokyo, Japan. Toku, Takahiro; Ujita, Yasuhiro, OMRON Corp, Kyoto, Japan. Tokumoto, Susumu, Fujitsu Labs Ltd, Kawasaki, Kanagawa, Japan. Tsuchiya, Kazunori, Fujitsu Ltd, Kawasaki, Kanagawa, Japan.","English"
