"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","EID"
"Chu C.; Nyrup R.; Donato-Woodger S.; Leslie K.; Khan S.; Bernett C.; Grenier A.","Chu, Charlene (55496539800); Nyrup, Rune (57024139100); Donato-Woodger, Simon (57218317338); Leslie, Kathleen (56937989400); Khan, Shehroz (8693268700); Bernett, Corinne (57809764400); Grenier, Amanda (8334738000)","55496539800; 57024139100; 57218317338; 56937989400; 8693268700; 57809764400; 8334738000","Examining the technology-mediated cycles of injustice that contribute to digital ageism: Advancing the conceptualization of digital ageism: evidence and implications","2022","ACM International Conference Proceeding Series","","","","545","551","6","10.1145/3529190.3534765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134433542&doi=10.1145%2f3529190.3534765&partnerID=40&md5=3da5b3eed659bda345cc2cd7fa7feff7","Our work draws attention to digital ageism referring to the nexus of ageism (discrimination or bias related to age) that is mediated and perpetuated by artificial intelligent (AI) systems and technologies. Building on the World Health Organization's recently published policy brief entitled ""Ageism in AI for Health""and our previous work about digital ageism, this paper aims to advance our current understanding and conceptualization of digital ageism in technology and AI systems broadly and beyond health alone. To do this, we will 1) elaborate on our conceptual model and the ageist technology-mediated cycles of injustice that can produce and reinforce digital ageism; 2) present empirical evidence of our descriptive analysis of seven commonly used facial image datasets to highlight data disparities for older adults which will provide real-world evidence that substantiates one of the elements in our ageist cycles of injustice; and 3) summarize results from our grey literature search of various grey literature databases including the AI ethics guidelines Global Inventory to identify guidance documents that address ageism in AI in research or technology development. This paper uniquely contributes conceptual and empirical evidence of digital ageism which will advance knowledge in the field and deepen our understanding of how ageism in AI is fostered by broader ageist cycles of injustice. Lastly, we will briefly provide future considerations to address digital ageism.  © 2022 ACM.","2-s2.0-85134433542"
"Okazaki K.; Inoue K.","Okazaki, Kotaro (56542550400); Inoue, Katsumi (35748800500)","56542550400; 35748800500","Explainable Model Fusion for Customer Journey Mapping","2022","Frontiers in Artificial Intelligence","5","","824197","","","","10.3389/frai.2022.824197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130995699&doi=10.3389%2ffrai.2022.824197&partnerID=40&md5=eaedec5b0f3f349bb9d1d3f882fc1427","Due to advances in computing power and internet technology, various industrial sectors are adopting IT infrastructure and artificial intelligence (AI) technologies. Recently, data-driven predictions have attracted interest in high-stakes decision-making. Despite this, advanced AI methods are less often used for such tasks. This is because AI technology is a black box for the social systems it is meant to support; trustworthiness and fairness have not yet been established. Meanwhile in the field of marketing, strategic decision-making is a high-stakes problem that has a significant impact on business trends. For global marketing, with its diverse cultures and market environments, future decision-making is likely to focus on building consensus on the formulation of the problem itself rather than on solutions for achieving the goal. There are two important and conflicting facts: the fact that the core of domestic strategic decision-making comes down to the formulation of the problem itself, and the fact that it is difficult to realize AI technology that can achieve problem formulation. How can we resolve this difficulty with current technology? This is the main challenge for the realization of high-level human-AI systems in the marketing field. Thus, we propose customer journey mapping (CJM) automation through model-level data fusion, a process for the practical problem formulation known as explainable alignment. Using domain-specific requirements and observations as inputs, the system automatically outputs a CJM. Explainable alignment corresponds with both human and AI perspectives and in formulating the problem, thereby improving strategic decision-making in marketing. Following preprocessing to make latent variables and their dynamics transparent with latent Dirichlet allocation and a variational autoencoder, a post-hoc explanation is implemented in which a hidden Markov model and learning from an interpretation transition are combined with a long short-term memory architecture that learns sequential data between touchpoints for extracting attitude rules for CJM. Finally, we realize the application of human-AI systems to strategic decision-making in marketing with actual logs in over-the-top media services, in which the dynamic behavior of customers for CJM can be automatically extracted. Copyright © 2022 Okazaki and Inoue.","2-s2.0-85130995699"
"Kenthapadi K.; Lakkaraju H.; Natarajan P.; Sameki M.","Kenthapadi, Krishnaram (12239006400); Lakkaraju, Himabindu (37104369800); Natarajan, Pradeep (57221511785); Sameki, Mehrnoosh (55515620900)","12239006400; 37104369800; 57221511785; 55515620900","Model Monitoring in Practice: Lessons Learned and Open Challenges","2022","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","4800","4801","1","10.1145/3534678.3542617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137144890&doi=10.1145%2f3534678.3542617&partnerID=40&md5=52e9e71a36a997099747894171cba4d5","Artificial Intelligence (AI) is increasingly playing an integral role in determining our day-to-day experiences. Increasingly, the applications of AI are no longer limited to search and recommendation systems, such as web search and movie and product recommendations, but AI is also being used in decisions and processes that are critical for individuals, businesses, and society. With AI based solutions in high-stakes domains such as hiring, lending, criminal justice, healthcare, and education, the resulting personal and professional implications of AI are far-reaching. Consequently, it becomes critical to ensure that these models are making accurate predictions, are robust to shifts in the data, are not relying on spurious features, and are not unduly discriminating against minority groups. To this end, several approaches spanning various areas such as explainability, fairness, and robustness have been proposed in recent literature, and many papers and tutorials on these topics have been presented in recent computer science conferences. However, there is relatively less attention on the need for monitoring machine learning (ML) models once they are deployed and the associated research challenges. In this tutorial, we first motivate the need for ML model monitoring[14], as part of a broader AI model governance[9] and responsible AI framework, from societal, legal, customer/end-user, and model developer perspectives, and provide a roadmap for thinking about model monitoring in practice. We then present findings and insights on model monitoring desiderata based on interviews with various ML practitioners spanning domains such as financial services, healthcare, hiring, online retail, computational advertising, and conversational assistants[15]. We then describe the technical considerations and challenges associated with realizing the above desiderata in practice. We provide an overview of techniques/tools for model monitoring (e.g., see [1, 1, 2, 5, 6, 8, 10-13, 18-21]. Then, we focus on the real-world application of model monitoring methods and tools [3, 4, 7, 11, 13, 16, 17], present practical challenges/guidelines for using such techniques effectively, and lessons learned from deploying model monitoring tools for several web-scale AI/ML applications. We present case studies across different companies, spanning application domains such as financial services, healthcare, hiring, conversational assistants, online retail, computational advertising, search and recommendation systems, and fraud detection. We hope that our tutorial will inform both researchers and practitioners, stimulate further research on model monitoring, and pave the way for building more reliable ML models and monitoring tools in the future.  © 2022 Owner/Author.","2-s2.0-85137144890"
"Preda V.A.; Jayapadman A.; Zacharakis A.; Magrabi F.; Carney T.; Petocz P.; Wilson M.","Preda, Veronica A. (23668763600); Jayapadman, Anand (57825846600); Zacharakis, Alexandra (57743652000); Magrabi, Farah (6602783750); Carney, Terry (57847675500); Petocz, Peter (6603910170); Wilson, Michael (7408666204)","23668763600; 57825846600; 57743652000; 6602783750; 57847675500; 6603910170; 7408666204","Using artificial intelligence for personal protective equipment guidance for healthcare workers in the COVID-19 pandemic and beyond","2022","Communicable diseases intelligence (2018)","46","","","","","","10.33321/cdi.2022.46.51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136108101&doi=10.33321%2fcdi.2022.46.51&partnerID=40&md5=3554baca88b5a3268d607cc14ca64d41","Background: Current procedures for effective personal protective equipment (PPE) usage rely on the availability of trained observers or 'buddies' who, during the COVID-19 pandemic, are not always available. The application of artificial intelligence (AI) has the potential to overcome this limitation by assisting in complex task analysis. To date, AI use for PPE protocols has not been studied. In this paper we validate the performance of an AI PPE system in a hospital setting. Methods: A clinical cohort study of 74 healthcare workers (HCW) at a 144-bed University teaching hospital. Participants were recruited to use the AI system for PPE donning and doffing. Performance was validated by the current gold standard double-buddy system across seven donning and ten doffing steps based on local infection control guidelines. Results: The AI-PPE platform was 98.9% sensitive on doffing and 85.3% sensitive on donning, when compared to remediated double buddy. On average, buddy correction of PPE was required 3.8 ± 1.5% of the time. The average time taken to don was 240 ± 51.5 seconds and doff was 241 ± 35.3 seconds. Conclusion: This study demonstrates the ability of an AI model to analyse PPE donning and doffing with real-time feedback for remediation. The AI platform can identify complex multi-task PPE donning and doffing in a single validated system. This AI system can be employed to train, audit, and thereby improve compliance whilst reducing reliance on limited HCW resources. Further studies may permit the development of this educational tool into a medical device with other industry uses for safety. © Commonwealth of Australia CC BY-NC-ND.","2-s2.0-85136108101"
"Lam N.","Lam, Nardi (57412867800)","57412867800","Explanations in AI as Claims of Tacit Knowledge","2022","Minds and Machines","32","1","","135","158","23","10.1007/s11023-021-09588-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122866928&doi=10.1007%2fs11023-021-09588-1&partnerID=40&md5=600eb8223014b861529cc3d93979ce47","As AI systems become increasingly complex it may become unclear, even to the designer of a system, why exactly a system does what it does. This leads to a lack of trust in AI systems. To solve this, the field of explainable AI has been working on ways to produce explanations of these systems’ behaviors. Many methods in explainable AI, such as LIME (Ribeiro et al. in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016), offer only a statistical argument for the validity of their explanations. However, some methods instead study the internal structure of the system and try to find components which can be assigned an interpretation. I believe that these methods provide more valuable explanations than those statistical in nature. I will try to identify which explanations can be considered internal to the system using the Chomskyan notion of tacit knowledge. I argue that each explanation expresses a rule, and through the localization of this rule in the system internals, we can take a system to have tacit knowledge of the rule. I conclude that the only methods which are able to sufficiently establish this tacit knowledge are those along the lines of Olah (Distill 2(11): 4901–4911, 2017), and therefore they provide explanations with unique strengths. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.","2-s2.0-85122866928"
"Ilić D.; Žarković M.; Stojković Z.","Ilić, Denis (57298550500); Žarković, Mileta (56126118000); Stojković, Zlatan (6602585532)","57298550500; 56126118000; 6602585532","Artificial intelligence system for stator condition diagnostic","2022","Electrical Engineering","104","3","","1503","1513","10","10.1007/s00202-021-01402-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117241284&doi=10.1007%2fs00202-021-01402-6&partnerID=40&md5=a30d980008686999f51bfc4d25e35b2f","In this paper, an artificial intelligence (AI) system is created in order to overcome difficulties in extracting information about electrical generator stator condition from data generated during offline electrical testing. The proposed AI system will enable classification of generators and that way expose urgency for any service activity. The logic used in expert decision-making is implemented in a fuzzy expert system and tested on a database of 82 generators in Serbia’s power plants. This way an objective tool is made to overcome deficiency in sharp, discrete criteria or lack of criteria in international standards. Analysis and fuzzy system rule base will be based on conclusions from official reports about each generator condition and valid international standards and recommendations. The presented methodology is used for condition-based management (CBM) and risk-based management (RBM) of generators. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","2-s2.0-85117241284"
"Epee P.T.M.; Schelezki O.J.; Parker A.K.; Trought M.C.T.; Werner A.; Hofmann R.W.; Almond P.; Fourie J.","Epee, P.T.M. (57700014500); Schelezki, O.J. (57196017083); Parker, A.K. (36453139200); Trought, M.C.T. (6603636644); Werner, A. (56926122700); Hofmann, R.W. (7202820652); Almond, P. (7006474073); Fourie, J. (57191043794)","57700014500; 57196017083; 36453139200; 6603636644; 56926122700; 7202820652; 7006474073; 57191043794","Characterising retained dormant shoot attributes to support automated cane pruning on Vitis vinifera L. cv. Sauvignon Blanc","2022","Australian Journal of Grape and Wine Research","28","3","","508","520","12","10.1111/ajgw.12555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130317029&doi=10.1111%2fajgw.12555&partnerID=40&md5=6069ae53cdb24942e13773dadbbf1928","Background and Aims: The shortage of skilled pruners portends automation as an alternative. To train an Artificial Intelligence (AI) system in cane pruning, the attributes of grapevine dormant shoots were characterised. Methods and Results: Eight attributes of dormant shoots, diameter, length, vertical and horizontal distance, node number, internode length, origin and position relative to bottom fruiting wire, were measured prior to and after pruning. Vine canopies were modified according to a 5 [total node numbers on canes: 10, 20, 30, 40, 50] × 3 [total node numbers on spurs: 1, 2, 3] factorial design. Compared to non-retained dormant shoots, retained dormant shoots were thicker (9.2 ± 0.07 mm), longer (104.7 ± 0.93 cm), close to the vine trunk (11.4 ± 0.65 cm) and below the bottom fruiting wire (83.2 ± 0.54 cm). Spurs had the shortest horizontal (9.8 ± 0.93 cm) and vertical (77.8 ± 0.7 cm) distance, originating from the vine head, base nodes and first nodes of old canes and old spurs. Modifying the vine canopy via increased node numbers had a significant effect on all retained dormant shoot attributes (P < 0.05) except on the position relative to the bottom fruiting wire. Conclusions: Cane pruning in commercial vineyards is consistent and follows rules based on viticulture knowledge. Retained, non-retained dormant shoots, canes and spurs exhibit distinct attributes useful in quantifying, assessing and modelling cane pruning. Significance of the Study: Data and knowledge from the research are currently being used in modelling and training AI cane-pruning algorithms. © 2022 Australian Society of Viticulture and Oenology Inc.","2-s2.0-85130317029"
"Sadeghi D.; Shoeibi A.; Ghassemi N.; Moridian P.; Khadem A.; Alizadehsani R.; Teshnehlab M.; Gorriz J.M.; Khozeimeh F.; Zhang Y.-D.; Nahavandi S.; Acharya U.R.","Sadeghi, Delaram (57219763771); Shoeibi, Afshin (57193554372); Ghassemi, Navid (57211581674); Moridian, Parisa (57219761470); Khadem, Ali (57027659100); Alizadehsani, Roohallah (55328861400); Teshnehlab, Mohammad (23006417100); Gorriz, Juan M. (7004736801); Khozeimeh, Fahime (57191575180); Zhang, Yu-Dong (35786830100); Nahavandi, Saeid (55992860000); Acharya, U Rajendra (7004510847)","57219763771; 57193554372; 57211581674; 57219761470; 57027659100; 55328861400; 23006417100; 7004736801; 57191575180; 35786830100; 55992860000; 7004510847","An overview of artificial intelligence techniques for diagnosis of Schizophrenia based on magnetic resonance imaging modalities: Methods, challenges, and future works","2022","Computers in Biology and Medicine","146","","105554","","","","10.1016/j.compbiomed.2022.105554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130093735&doi=10.1016%2fj.compbiomed.2022.105554&partnerID=40&md5=c40435b916eaae706ad71c6c4efa1791","Schizophrenia (SZ) is a mental disorder that typically emerges in late adolescence or early adulthood. It reduces the life expectancy of patients by 15 years. Abnormal behavior, perception of emotions, social relationships, and reality perception are among its most significant symptoms. Past studies have revealed that SZ affects the temporal and anterior lobes of hippocampus regions of the brain. Also, increased volume of cerebrospinal fluid (CSF) and decreased volume of white and gray matter can be observed due to this disease. Magnetic resonance imaging (MRI) is the popular neuroimaging technique used to explore structural/functional brain abnormalities in SZ disorder, owing to its high spatial resolution. Various artificial intelligence (AI) techniques have been employed with advanced image/signal processing methods to accurately diagnose SZ. This paper presents a comprehensive overview of studies conducted on the automated diagnosis of SZ using MRI modalities. First, an AI-based computer aided-diagnosis system (CADS) for SZ diagnosis and its relevant sections are presented. Then, this section introduces the most important conventional machine learning (ML) and deep learning (DL) techniques in the diagnosis of diagnosing SZ. A comprehensive comparison is also made between ML and DL studies in the discussion section. In the following, the most important challenges in diagnosing SZ are addressed. Future works in diagnosing SZ using AI techniques and MRI modalities are recommended in another section. Results, conclusion, and research findings are also presented at the end. © 2022 Elsevier Ltd","2-s2.0-85130093735"
"Vakkuri V.; Kemell K.-K.; Tolvanen J.; Jantunen M.; Halme E.; Abrahamsson P.","Vakkuri, Ville (57203640458); Kemell, Kai-Kristian (57203633786); Tolvanen, Joel (57753617100); Jantunen, Marianna (57217089350); Halme, Erika (57222063097); Abrahamsson, Pekka (7006011356)","57203640458; 57203633786; 57753617100; 57217089350; 57222063097; 7006011356","How Do Software Companies Deal with Artificial Intelligence Ethics? A Gap Analysis","2022","ACM International Conference Proceeding Series","","","","100","109","9","10.1145/3530019.3530030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132379594&doi=10.1145%2f3530019.3530030&partnerID=40&md5=886987920452a5aa41c719c87e8969af","The public and academic discussion on Artificial Intelligence (AI) ethics is accelerating and the general public is becoming more aware AI ethics issues such as data privacy in these systems. To guide ethical development of AI systems, governmental and institutional actors, as well as companies, have drafted various guidelines for ethical AI. Though these guidelines are becoming increasingly common, they have been criticized for a lack of impact on industrial practice. There seems to be a gap between research and practice in the area, though its exact nature remains unknown. In this paper, we present a gap analysis of the current state of the art by comparing practices of 39 companies that work with AI systems to the seven key requirements for trustworthy AI presented in the ""The Ethics Guidelines for Trustworthy Artificial Intelligence"". The key finding of this paper is that there is indeed notable gap between AI ethics guidelines and practice. Especially practices considering the novel requirements for software development, requirements of societal and environmental well-being and diversity, nondiscrimination and fairness were not tackled by companies. © 2022 ACM.","2-s2.0-85132379594"
"Kuehnel K.; Au-Yong-oliveira M.","Kuehnel, Klaus (57671498400); Au-Yong-oliveira, Manuel (57218856174)","57671498400; 57218856174","The Development of an Information Technology Architecture for Automated, Agile and Versatile Companies with Ecological and Ethical Guidelines","2022","Informatics","9","2","37","","","","10.3390/informatics9020037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129611828&doi=10.3390%2finformatics9020037&partnerID=40&md5=13c879e3442cf3e31b405d2485a1d327","Based on many years of experience as a management consultant in different industries and corporate structures and cultures, the motivation to use digital transformation in connection with variable corporate goals—such as fluctuating workloads, agile response to customer inquiries, and ecological and economic sustainability—results in a process or a product to be developed that intelligently adapts to market requirements and requires forward-looking leadership. Using an AI-based methodical analysis and synthesis approach, the high consumption of economic and human resources is to be continuously monitored and optimization measures initiated at an early stage. The necessary information technology with its infrastructure and architecture is the starting point to accompany the agility and changeability of corporate goals. Researching the relevant documents begins with writing the panorama or the state of knowledge on the topic. This article is about the IT infrastructure based on the requirements for an architecture and behavior that a versatile, agile company needs to accompany the constantly changing framework conditions of the market. The technology used and the available resources, including the human resources, need to be adapted as early as possible. Data now represent the most valuable asset on Earth and future industrial manufacturing systems must maximize the opportunity of data usage. Low-level data must be transformed to make them useful in supporting intelligent decision-making, for example. Furthermore, future manufacturing systems must be highly productive, adaptable, absent of error, and kind to the environment and to local communities. The all-important design should minimize the waste of material, capital, energy, and media. Herein, we discuss the fulfilling of agile customer requirements involving adaptable and modulated production processes (related to the ‘agile manufacturing’ and ‘digital transformation’ perspectives). © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","2-s2.0-85129611828"
"Venkatasubramanian V.; Mann V.","Venkatasubramanian, Venkat (7006834244); Mann, Vipul (57195296916)","7006834244; 57195296916","Artificial intelligence in reaction prediction and chemical synthesis","2022","Current Opinion in Chemical Engineering","36","","100749","","","","10.1016/j.coche.2021.100749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117360122&doi=10.1016%2fj.coche.2021.100749&partnerID=40&md5=9efa8e62dd1cc8150e184784ceb16275","Recent years have seen a sudden spurt in the use of artificial intelligence (AI) methods for computational reaction modeling and prediction. Given the diversity of the techniques, we believe it would be helpful to assess them using a broad conceptual framework within which the different approaches reside. Towards that goal, we categorize the different methods into symbolic AI, purely data-driven numeric AI, and hybrid AI methods. Symbolic AI-based approaches require the translation of a priori chemistry knowledge into clearly encoded rules and instructions. Purely data-driven numeric AI methods utilize recent advances in machine learning, generally without explicit incorporation of a priori domain knowledge. In between these two extremes, we have hybrid AI, which integrates domain knowledge with data-driven techniques. We review recent progress across these broad areas to highlight their benefits as well as limitations and provide a future outlook of this rapidly evolving field. © 2021 Elsevier Ltd","2-s2.0-85117360122"
"Lee Y.; Lee E.; Lee T.","Lee, Yongsoo (57226770294); Lee, Eungyu (57226766304); Lee, Taejin (57223752078)","57226770294; 57226766304; 57223752078","Human-Centered Efficient Explanation on Intrusion Detection Prediction","2022","Electronics (Switzerland)","11","13","2082","","","","10.3390/electronics11132082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133125755&doi=10.3390%2felectronics11132082&partnerID=40&md5=d5624b4a9c6c6d248e182bb8884fbb90","The methodology for constructing intrusion detection systems and improving existing systems is being actively studied in order to detect harmful data within large-capacity network data. The most common approach is to use AI systems to adapt to unanticipated threats and improve system performance. However, most studies aim to improve performance, and performance-oriented systems tend to be composed of black box models, whose internal working is complex. In the field of security control, analysts strive for interpretation and response based on information from given data, system prediction results, and knowledge. Consequently, performance-oriented systems suffer from a lack of interpretability owing to the lack of system prediction results and internal process information. The recent social climate also demands a responsible system rather than a performance-focused one. This research aims to ensure understanding and interpretation by providing interpretability for AI systems in multiple classification environments that can detect various attacks. In particular, the better the performance, the more complex and less transparent the model and the more limited the area that the analyst can understand, the lower the processing efficiency accordingly. The approach provided in this research is an intrusion detection methodology that uses FOS based on SHAP values to evaluate if the prediction result is suspicious and selects the optimal rule from the transparent model to improve the explanation. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","2-s2.0-85133125755"
"Gurung B.; Liu P.; Harris P.D.R.; Sagi A.; Field R.E.; Sochart D.H.; Tucker K.; Asopa V.","Gurung, B. (57202021053); Liu, P. (57438632300); Harris, P.D.R. (57826602000); Sagi, A. (57328535800); Field, R.E. (8873915200); Sochart, D.H. (7005250913); Tucker, K. (7103329499); Asopa, V. (6508047978)","57202021053; 57438632300; 57826602000; 57328535800; 8873915200; 7005250913; 7103329499; 6508047978","Artificial intelligence for image analysis in total hip and total knee arthroplasty a scoping review","2022","Bone and Joint Journal","104 B","8","","929","937","8","10.1302/0301-620X.104B8.BJJ-2022-0120.R2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135219021&doi=10.1302%2f0301-620X.104B8.BJJ-2022-0120.R2&partnerID=40&md5=df0aa67445a45c04713dbb142e20d82c","Aims total hip arthroplasty (thA) and total knee arthroplasty (tKA) are common orthopaedic procedures requiring postoperative radiographs to confirm implant positioning and identify complications. Artificial intelligence (AI)-based image analysis has the potential to automate this postoperative surveillance. the aim of this study was to prepare a scoping review to investigate how AI is being used in the analysis of radiographs following THA and tKA, and how accurate these tools are. Methods The Embase, MEDLINE, and PubMed libraries were systematically searched to identify relevant articles. The Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for scoping reviews and Arksey and o’Malley framework were followed. study quality was assessed using a modified Methodological Index for Non-Randomized Studies tool. AI performance was reported using either the area under the curve (AUC) or accuracy. Results Of the 455 studies identified, only 12 were suitable for inclusion. Nine reported implant identification and three described predicting risk of implant failure. Of the 12, three studies compared AI performance with orthopaedic surgeons. AI-based implant identification achieved AUC 0.992 to 1, and most algorithms reported an accuracy > 90%, using 550 to 320,000 training radiographs. AI prediction of dislocation risk post-THA, determined after five-year follow-up, was satisfactory (AUC 76.67; 8,500 training radiographs). Diagnosis of hip implant loosening was good (accuracy 88.3%; 420 training radiographs) and measurement of postoperative acetabular angles was comparable to humans (mean absolute difference 1.35° to 1.39°). However, 11 of the 12 studies had several methodological limitations introducing a high risk of bias. None of the studies were externally validated. Conclusion These studies show that AI is promising. While it already has the ability to analyze images with significant precision, there is currently insufficient high-level evidence to support its widespread clinical use. Further research to design robust studies that follow standard reporting guidelines should be encouraged to develop AI models that could be easily translated into real-world conditions. © 2022 The British Editorial Society of Bone & Joint Surgery.","2-s2.0-85135219021"
"Tozzi A.E.; Fabozzi F.; Eckley M.; Croci I.; Dell’Anna V.A.; Colantonio E.; Mastronuzzi A.","Tozzi, Alberto Eugenio (7006852999); Fabozzi, Francesco (57225073074); Eckley, Megan (57751593000); Croci, Ileana (57192544090); Dell’Anna, Vito Andrea (57191173376); Colantonio, Erica (57750564300); Mastronuzzi, Angela (25626691200)","7006852999; 57225073074; 57751593000; 57192544090; 57191173376; 57750564300; 25626691200","Gaps and Opportunities of Artificial Intelligence Applications for Pediatric Oncology in European Research: A Systematic Review of Reviews and a Bibliometric Analysis","2022","Frontiers in Oncology","12","","905770","","","","10.3389/fonc.2022.905770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132314260&doi=10.3389%2ffonc.2022.905770&partnerID=40&md5=9191ae2e1145b2190d55f1443594dacb","The application of artificial intelligence (AI) systems is emerging in many fields in recent years, due to the increased computing power available at lower cost. Although its applications in various branches of medicine, such as pediatric oncology, are many and promising, its use is still in an embryonic stage. The aim of this paper is to provide an overview of the state of the art regarding the AI application in pediatric oncology, through a systematic review of systematic reviews, and to analyze current trends in Europe, through a bibliometric analysis of publications written by European authors. Among 330 records found, 25 were included in the systematic review. All papers have been published since 2017, demonstrating only recent attention to this field. The total number of studies included in the selected reviews was 674, with a third including an author with a European affiliation. In bibliometric analysis, 304 out of the 978 records found were included. Similarly, the number of publications began to dramatically increase from 2017. Most explored AI applications regard the use of diagnostic images, particularly radiomics, as well as the group of neoplasms most involved are the central nervous system tumors. No evidence was found regarding the use of AI for process mining, clinical pathway modeling, or computer interpreted guidelines to improve the healthcare process. No robust evidence is yet available in any of the domains investigated by systematic reviews. However, the scientific production in Europe is significant and consistent with the topics covered in systematic reviews at the global level. The use of AI in pediatric oncology is developing rapidly with promising results, but numerous gaps and challenges persist to validate its utilization in clinical practice. An important limitation is the need for large datasets for training algorithms, calling for international collaborative studies. Copyright © 2022 Tozzi, Fabozzi, Eckley, Croci, Dell’Anna, Colantonio and Mastronuzzi.","2-s2.0-85132314260"
"Cole M.; Cant C.; Ustek Spilda F.; Graham M.","Cole, Matthew (57823787200); Cant, Callum (57215675339); Ustek Spilda, Funda (57208577115); Graham, Mark (55536168100)","57823787200; 57215675339; 57208577115; 55536168100","Politics by Automatic Means? A Critique of Artificial Intelligence Ethics at Work","2022","Frontiers in Artificial Intelligence","5","","869114","","","","10.3389/frai.2022.869114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135191923&doi=10.3389%2ffrai.2022.869114&partnerID=40&md5=18279634b0c5c9903d7370e8cdf2e045","Calls for “ethical Artificial Intelligence” are legion, with a recent proliferation of government and industry guidelines attempting to establish ethical rules and boundaries for this new technology. With few exceptions, they interpret Artificial Intelligence (AI) ethics narrowly in a liberal political framework of privacy concerns, transparency, governance and non-discrimination. One of the main hurdles to establishing “ethical AI” remains how to operationalize high-level principles such that they translate to technology design, development and use in the labor process. This is because organizations can end up interpreting ethics in an ad-hoc way with no oversight, treating ethics as simply another technological problem with technological solutions, and regulations have been largely detached from the issues AI presents for workers. There is a distinct lack of supra-national standards for fair, decent, or just AI in contexts where people depend on and work in tandem with it. Topics such as discrimination and bias in job allocation, surveillance and control in the labor process, and quantification of work have received significant attention, yet questions around AI and job quality and working conditions have not. This has left workers exposed to potential risks and harms of AI. In this paper, we provide a critique of relevant academic literature and policies related to AI ethics. We then identify a set of principles that could facilitate fairer working conditions with AI. As part of a broader research initiative with the Global Partnership on Artificial Intelligence, we propose a set of accountability mechanisms to ensure AI systems foster fairer working conditions. Such processes are aimed at reshaping the social impact of technology from the point of inception to set a research agenda for the future. As such, the key contribution of the paper is how to bridge from abstract ethical principles to operationalizable processes in the vast field of AI and new technology at work. Copyright © 2022 Cole, Cant, Ustek Spilda and Graham.","2-s2.0-85135191923"
"Martín-Casals M.","Martín-Casals, Miquel (6505537387)","6505537387","AN APPROACH TO SOME EU INITIATIVES ON THE REGULATION OF LIABILITY FOR DAMAGE CAUSED BY AI-SYSTEMS; [Una aproximación a algunas iniciativas de la UE sobre la regulación de la responsabilidad por daños causados por Sistemas de IA]","2022","Ius et Praxis","28","2","","3","24","21","10.4067/S0718-00122022000200003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137644637&doi=10.4067%2fS0718-00122022000200003&partnerID=40&md5=29beb50e38cd06d5f3ce1686bcb51a8d","This paper deals with three of the current endeavours of the European Union regarding the regulation of artificial intelligence (AI). First, it briefly analyses the Draft Proposal of the “Artificial Intelligence Act” (AI Act), which puts fundamental rights at the core of Europe’s AI approach and establishes a risk regulation system of preventive character that proposes ex ante solutions but does not provide for liability rules. Then it refers briefly to the Resolution of European Parliament adopted in October 2020 which formulated recommendations to the Commission for the regulation of civil liability regarding the use of artificial intelligence, which included the full text of a Draft Regulation “on liability for the operation of artificial intelligence-systems”. Finally, the paper deals in more detail with the ongoing debate on how to adapt the Directive 85/374/EEC on liability for defective products to overcome the problems posed by AI, such as the openness of AI-systems, and other characteristics of AI that make it difficult to identify the potentially liable person, to prove the defect of a product, to prove causation and to apply other rules included in the Directive now in force. © 2022,Ius et Praxis. All Rights Reserved.","2-s2.0-85137644637"
